EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
2184,4,2,2,51,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3,14,0,3,5,3,3,0
2185,4,4,4,18,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1,22,1,2,0,3,4,0
2186,4,4,3,35,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0,13,0,2,9,2,3,0
2187,4,4,3,27,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3,17,0,3,6,4,3,0
2188,1,3,2,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,0,19,4,3,1
2189,4,2,3,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,15,2,2,19,3,3,0
2190,1,3,3,34,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,17,1,1,5,3,3,0
2191,2,3,3,40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,11,1,3,12,2,3,0
2192,2,3,3,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,18,1,2,8,4,3,0
2193,3,4,4,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,2,1,1,3,1
2195,4,3,3,38,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1,15,0,2,4,2,3,0
2196,3,4,4,34,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1,24,0,4,14,3,4,0
2197,3,1,3,28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,12,0,2,5,3,3,0
2198,4,3,2,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,3,10,2,3,1
2199,1,4,4,39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,11,1,3,5,3,3,0
2200,2,2,3,51,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2,11,1,2,4,2,3,0
2201,4,4,2,41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,12,1,2,6,3,3,0
2202,3,3,3,37,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7,15,0,3,6,4,3,0
2203,2,4,4,33,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6,17,0,2,5,3,3,0
2204,3,2,2,32,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0,12,1,3,3,3,3,0
2205,3,3,3,39,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,3,6,3,3,0
2206,1,3,2,25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,13,3,2,3,2,3,0
2207,4,3,2,52,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,2,5,3,3,0
2208,1,3,1,43,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,1,20,3,3,0
2209,4,4,3,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,2,6,3,3,0
2211,1,4,3,26,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,2,4,3,4,0
2212,3,1,3,42,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,3,20,3,3,0
2213,3,1,1,52,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,6,5,3,3,0
2214,1,3,3,37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,1,3,3,3,0
2215,3,4,3,35,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,2,2,3,3,0
2216,1,4,2,25,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,2,3,1,3,0
2217,3,1,3,26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,2,7,2,4,0
2218,2,1,2,29,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,5,10,2,3,0
2219,1,1,3,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,2,4,3,3,1
2220,3,4,3,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,2,8,3,3,1
2221,4,4,2,54,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,2,20,2,3,0
2222,4,1,3,58,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,2,9,3,3,0
2223,2,4,4,55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,3,7,3,3,0
2224,1,2,3,36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,5,5,3,3,0
2226,4,1,3,30,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,4,3,3,3,0
2227,1,2,3,31,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,3,3,3,3,0
2228,4,1,3,34,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,3,4,4,3,0
2229,1,2,4,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,2,1,1,3,1
2230,2,1,4,27,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,3,5,3,3,0
2231,1,4,2,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,2,10,2,3,0
2232,3,1,2,36,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,3,3,3,3,0
2233,1,4,2,47,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,0,6,3,3,0
2235,3,3,1,37,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,5,6,3,4,0
2236,1,1,4,56,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,2,3,3,3,0
2237,1,3,4,47,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,3,20,3,3,0
2238,4,3,3,24,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5,5,3,3,0
2239,4,4,2,32,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,2,4,3,3,0
2240,4,2,2,34,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,3,5,3,3,0
2241,2,3,2,41,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,2,4,3,3,0
2242,3,3,4,40,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,6,8,2,3,0
2243,1,4,3,31,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,5,13,3,3,0
2244,1,4,4,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,2,7,3,3,1
2245,1,1,4,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2,15,2,1,1,2,3,1
2246,3,2,3,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,3,10,3,3,1
2247,2,1,3,45,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,1,7,3,3,0
2248,4,2,3,31,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,3,3,3,3,0
2249,2,4,1,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,5,2,3,4,1
2250,2,4,4,45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,5,3,3,3,0
2251,3,1,3,48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,3,2,3,3,0
2252,1,3,3,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,3,2,3,3,1
2253,4,2,3,40,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,1,9,2,3,0
2254,4,1,3,28,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,0,5,3,3,0
2255,3,3,3,44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,4,5,2,3,0
2256,4,2,2,53,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,2,9,3,4,0
2257,1,3,2,49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,2,3,1,3,0
2258,3,3,4,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,3,3,3,3,0
2259,4,2,2,44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,2,5,4,3,0
2260,4,1,3,33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,2,4,3,3,0
2261,4,1,3,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,5,13,3,3,0
2262,4,3,2,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,3,2,3,4,0
2263,1,4,3,42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,2,12,3,4,0
2264,1,3,2,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,2,1,3,3,0
2265,3,3,2,30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,2,1,3,3,0
2266,2,3,2,57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,5,12,2,3,0
2267,3,2,3,49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,5,8,3,3,0
2268,2,1,2,34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,3,14,3,4,0
2269,1,3,4,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,3,3,4,1
2270,1,2,1,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5,17,3,1,5,3,3,1
2272,4,3,3,35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,4,1,2,3,0
2274,4,2,3,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,3,1,1,3,0
2275,2,3,2,44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,1,2,2,4,0
2276,3,3,3,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,6,10,3,3,0
2277,3,3,4,30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,2,5,3,3,0
2278,4,3,3,55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,6,3,3,3,0
2279,1,2,3,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,2,5,3,4,0
2280,3,3,2,47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,5,5,2,3,0
2281,3,1,2,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,3,0,3,3,1
2282,1,3,1,28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,3,1,2,3,0
2283,3,1,3,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,3,4,3,3,0
2284,3,1,3,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,3,3,3,3,0
2285,4,2,3,29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,2,3,1,3,0
2286,3,2,2,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,3,8,2,3,0
2287,4,3,3,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,2,0,2,3,0
2288,3,4,4,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,3,5,2,4,0
2289,2,4,3,54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,3,14,2,3,0
2290,1,1,1,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,2,9,3,3,1
2291,4,1,4,44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,5,20,2,3,0
2292,2,2,3,39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,2,2,4,3,0
2293,3,2,4,46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,1,13,2,3,0
2294,4,2,1,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,2,11,4,3,0
2295,1,3,3,23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,2,4,2,3,0
2296,4,1,1,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,3,5,4,3,1
2297,4,3,3,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,2,10,3,3,0
2298,4,3,1,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,3,7,2,3,1
2300,2,3,3,34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,3,11,3,3,0
2301,3,2,3,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,2,1,3,3,0
2302,1,4,3,37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,1,10,3,3,0
2303,3,1,3,29,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3,13,0,5,7,4,3,0
2304,4,2,3,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1,13,3,1,5,3,3,0
2305,4,4,3,45,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4,20,1,1,5,2,4,0
2306,4,4,1,42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2,17,2,1,20,3,3,0
2307,1,1,4,40,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0,13,1,2,8,4,3,0
2308,2,3,3,33,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1,17,0,3,15,2,3,0
2309,3,4,3,40,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1,12,2,4,21,3,3,0
2310,3,1,3,24,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0,13,0,5,1,3,3,0
2311,4,4,3,40,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3,12,2,0,2,2,3,0
2312,1,2,3,45,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1,22,0,2,10,4,4,0
2313,2,3,3,35,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0,11,0,3,5,4,3,0
2314,4,2,3,32,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3,22,0,0,7,4,4,0
2315,3,4,2,36,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3,18,1,5,3,2,3,0
2316,3,3,3,48,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8,13,1,2,8,3,3,0
2317,3,3,2,29,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6,18,1,5,1,4,3,0
2318,1,1,1,33,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2,20,1,2,2,2,4,0
2319,2,1,3,30,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1,13,2,2,10,3,3,1
2320,3,3,3,38,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3,13,1,2,6,3,3,0
2321,4,1,3,35,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1,12,1,2,3,3,3,0
2322,3,2,3,30,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3,13,0,4,4,3,3,0
2323,1,1,3,35,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,2,1,1,3,1
2325,3,2,3,38,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,3,5,2,3,1
2326,4,1,2,32,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4,13,0,5,6,3,3,0
2327,3,1,2,48,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8,12,1,4,8,3,3,0
2328,1,4,1,34,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1,11,0,2,1,3,3,0
2330,2,4,2,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9,18,1,3,2,3,3,0
2331,1,4,3,26,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1,11,0,6,1,3,3,0
2332,3,2,3,38,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0,23,0,4,9,4,4,0
2333,2,2,4,38,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2,13,0,5,3,2,3,0
2334,2,3,3,36,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6,13,2,3,1,3,3,0
2335,2,1,3,29,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1,17,0,3,10,2,3,0
2336,1,3,3,35,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3,19,0,4,5,4,3,0
2337,4,3,3,39,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2,12,0,3,7,3,3,0
2338,1,4,4,29,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1,22,0,3,6,3,4,0
2339,3,3,3,50,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4,12,1,0,1,1,3,0
2340,4,3,3,23,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2,11,0,2,2,3,3,0
2341,1,1,3,36,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3,15,0,2,3,3,3,0
2342,4,4,3,42,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8,13,1,3,1,3,3,0
2343,2,3,2,35,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1,12,1,4,10,3,3,0
2344,4,3,2,34,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1,14,0,2,8,3,3,0
2345,4,1,3,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1,13,0,5,5,3,3,0
2346,4,2,3,43,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5,25,1,0,6,4,4,0
2347,3,4,2,35,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1,17,1,3,1,2,3,0
2348,4,1,1,46,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1,11,0,2,26,3,3,0
2349,3,2,3,28,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,2,1,3,3,1
2350,2,3,2,22,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1,18,2,3,4,2,3,0
2351,2,3,3,50,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2,20,0,2,30,2,4,0
2352,2,4,3,32,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3,14,1,3,3,3,3,0
2353,2,4,2,44,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0,21,2,2,22,3,4,0
2354,2,2,2,30,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Research Director,Married,21210,1,13,1,2,6,3,3,0
2355,3,1,3,45,Travel_Rarely,Sales,29,2,Technical Degree,Female,2,Research Scientist,Single,29730,1,12,0,2,10,3,3,0
2356,1,1,3,45,Non-Travel,Sales,2,4,Life Sciences,Male,2,Manufacturing Director,Married,58550,1,14,1,3,10,2,3,0
2357,4,1,3,31,Travel_Frequently,Research & Development,7,3,Medical,Male,2,Research Scientist,Single,36170,7,21,1,5,5,3,4,0
2358,3,3,3,36,Travel_Rarely,Research & Development,18,1,Medical,Male,2,Manufacturing Director,Married,67250,9,17,1,3,3,3,3,0
2359,3,4,3,34,Travel_Frequently,Sales,28,4,Marketing,Male,5,Manufacturing Director,Divorced,103250,1,11,1,3,9,2,3,0
2360,3,1,2,49,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,3,Healthcare Representative,Married,69490,1,14,1,2,9,3,3,0
2361,2,1,3,39,Travel_Rarely,Research & Development,6,2,Life Sciences,Male,3,Research Scientist,Married,106090,2,17,1,2,7,3,3,0
2362,4,1,3,27,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,4,Research Scientist,Divorced,44470,1,13,0,4,7,3,3,0
2363,2,1,3,35,Travel_Rarely,Research & Development,2,3,Medical,Female,2,Sales Executive,Married,21570,1,25,0,1,16,2,4,0
2364,2,1,2,28,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,46010,0,15,2,2,5,3,3,0
2365,3,4,3,21,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Laboratory Technician,Single,170990,1,14,1,2,2,3,3,0
2366,2,4,4,18,Travel_Frequently,Research & Development,3,5,Medical,Male,1,Research Director,Single,24790,1,12,1,2,0,2,3,1
2367,4,3,3,47,Travel_Rarely,Research & Development,25,4,Medical,Male,2,Research Scientist,Married,148520,3,19,3,3,5,2,3,0
2368,3,3,3,39,Travel_Rarely,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Divorced,72640,0,17,0,5,10,3,3,0
2369,1,3,3,40,Travel_Rarely,Research & Development,22,1,Life Sciences,Male,1,Laboratory Technician,Married,56660,1,14,1,2,18,3,3,0
